"Plate File","Setup Time","Position","Plate Type","Field 1","Field 2","Field 3","Field 4","Hour","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","E01","E02","E03","E04","E05","E06","E07","E08","E09","E10","E11","E12","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","H01","H02","H03","H04","H05","H06","H07","H08","H09","H10","H11","H12"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",0.0000,"11.0309","12.9831","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.1190","13.1671","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8552","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.2005","13.2875","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.9616","15.1556","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.3361","13.1682","11.0000","11.0000","11.0000","15.5943","11.0000","11.0000","11.0000","11.0000","11.0000","15.1392","12.0178","19.1078","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.7380","11.0000","18.1952","17.4842","20.0545","13.9585","18.7712","12.4622","29.5326","11.8376","23.4566","11.0000","13.0136","20.7874","21.1213"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",0.2500,"11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.1892","12.4207","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.0985","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.1792","13.3549","11.1513","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.3088","12.8389","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.0249","12.6240","11.0000","11.0000","11.0000","14.3852","11.0000","11.0000","11.0000","11.0000","11.0000","13.9672","13.2266","19.6803","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.3964","17.1725","12.4105","11.0000","17.3345","13.6160","30.8705","11.0000","18.6688","11.0000","11.0000","20.9564","20.9454"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",0.5000,"13.7595","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.3914","11.3354","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.7960","11.0000","11.0000","11.0000","15.2180","11.0000","11.1249","11.0000","12.0093","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.4178","15.7662","11.6324","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.2114","11.5837","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8169","14.4002","11.0000","11.0000","11.0000","18.9632","11.0000","11.0000","11.0000","11.0000","11.0000","15.4501","12.7159","19.1684","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.1058","17.2784","17.2647","11.0000","23.7342","15.1442","32.2388","11.0000","20.1766","11.0000","16.8480","18.6659","22.4882"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",0.7500,"15.3808","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.0751","13.2336","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.0711","11.0000","11.0000","11.0000","11.4328","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.2126","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.5070","11.0000","11.0000","11.0000","11.0000","11.5600","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.5401","18.7447","14.3419","11.0000","11.0000","11.0000","18.5210","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.6017","22.2097","11.0000","11.0000","11.0000","12.6656","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.3384","18.5607","19.4932","11.0000","23.6782","15.2264","30.1768","12.5561","26.0290","12.2086","16.5972","20.0951","22.8466"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",1.0000,"14.0459","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","18.7847","14.1908","11.0305","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0308","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.1240","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.4765","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.6676","11.0000","11.0000","11.0000","15.5889","11.0000","11.0000","11.0000","11.0000","11.0000","12.3841","13.1606","24.1926","11.0000","11.0000","11.0000","11.1234","11.0000","11.8904","11.0000","11.0000","11.0000","11.0000","17.2304","16.1785","16.8881","11.0000","24.2348","12.0288","30.3416","14.2833","26.6855","11.0000","11.0000","20.7180","21.9360"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",1.2500,"15.8359","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","23.7007","13.2879","12.8563","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.5024","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.5745","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.5914","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.5206","11.0000","11.0000","11.0000","18.8755","11.0000","11.0000","11.0000","11.0000","11.0000","11.0947","15.6951","21.9028","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","18.7125","19.4735","15.5900","11.0000","23.2927","11.1870","31.9446","11.0000","27.8011","11.0000","11.0000","18.0641","20.4822"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",1.5000,"11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","20.1938","14.9266","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.7667","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.8405","12.7903","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.3981","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.2106","11.0317","20.9391","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.9905","17.6340","13.8727","11.0000","19.9091","15.9241","30.2499","11.0000","24.2914","12.0469","12.8315","16.1495","22.2761"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",1.7500,"11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","26.7653","15.8541","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.2170","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.4974","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.0803","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.8268","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.7931","24.0714","11.0000","11.0000","11.6579","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.3378","18.9005","17.4323","11.0000","14.3215","11.4363","36.3254","11.2916","27.7686","11.0000","12.7988","16.9087","23.2051"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",2.0000,"11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","15.1171","13.2993","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.0457","11.0000","11.0000","11.0000","15.9593","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.7862","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.4067","13.5580","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.3971","13.3353","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.3745","23.5841","11.0000","11.0000","11.3762","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","16.0065","21.6672","16.2124","11.0000","13.7339","15.4132","29.8338","13.8216","29.6891","11.0000","11.0330","19.5573","22.4960"
"C:\Users\cfg364\Sommerlab Dropbox\Casper van der Luijt\Casper\Data\BioLog\OmniLog\CL2\DATA_2024\07\_NRRL 3483_Aspergillus oryzae__1_30_CL2_769_7#24#2024_A_13A_14.OKA","7/24/2024 10:32:48 PM","13-A","PM01","","NRRL 3483","Aspergillus oryzae","",2.2500,"11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8582","26.2645","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","13.8013","11.0000","11.0000","11.0000","19.7154","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","14.3749","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.8751","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.3819","13.1176","11.0000","11.0000","11.0000","11.0000","11.0000","12.2088","11.0000","11.0000","11.0000","12.1589","13.8907","19.1632","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","11.0000","12.5907","14.7259","19.3229","11.0000","14.6285","16.4229","32.4902","13.1223","30.4417","11.0000","14.6483","19.2367","25.7200"
