Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
cluster_10848,Cytoplasm,,Soluble,0.7953000068664551,0.19280000030994415,0.5396000146865845,0.0982000008225441,0.14650000631809235,0.011800000444054604,0.07479999959468842,0.09290000051259995,0.18070000410079956,0.06780000030994415,0.299699991941452,0.11680000275373459,0.06870000064373016,0.8392000198364258
cluster_11995,Peroxisome,Peroxisomal targeting signal,Soluble,0.2531999945640564,0.164900004863739,0.04320000112056732,0.0478999987244606,0.20990000665187836,0.0010999999940395355,0.09009999781847,0.03709999844431877,0.03240000084042549,0.8282999992370605,0.32519999146461487,0.10809999704360962,0.13249999284744263,0.7468000054359436
cluster_3556,Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,Transmembrane,0.2305999994277954,0.11429999768733978,0.2558000087738037,0.20059999823570251,0.06599999964237213,0.006800000090152025,0.65420001745224,0.6435999870300293,0.7271999716758728,0.02280000038444996,0.3068999946117401,0.767799973487854,0.06840000301599503,0.3458999991416931
cluster_10231,Cytoplasm,Nuclear localization signal,Soluble,0.7272999882698059,0.46880000829696655,0.033399999141693115,0.14030000567436218,0.11180000007152557,0.018300000578165054,0.19869999587535858,0.22370000183582306,0.08980000019073486,0.00559999980032444,0.5940999984741211,0.032499998807907104,0.11720000207424164,0.7872999906539917
cluster_15440,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.704200029373169,0.5788000226020813,0.22050000727176666,0.06560000032186508,0.32589998841285706,0.01209999993443489,0.06369999796152115,0.15389999747276306,0.10610000044107437,0.010599999688565731,0.39309999346733093,0.22210000455379486,0.0272000003606081,0.7028999924659729
cluster_15077,Endoplasmic reticulum,Signal peptide,Transmembrane,0.17080000042915344,0.22419999539852142,0.03830000013113022,0.16459999978542328,0.13819999992847443,0.016100000590085983,0.7856000065803528,0.41269999742507935,0.3824999928474426,0.01140000019222498,0.07090000063180923,0.9700000286102295,0.065700002014637,0.1143999993801117
cluster_6845,Cytoplasm,,Soluble,0.6416000127792358,0.29409998655319214,0.1160999983549118,0.09380000084638596,0.05649999901652336,0.005100000184029341,0.14030000567436218,0.12120000272989273,0.09539999812841415,0.17319999635219574,0.29760000109672546,0.13750000298023224,0.09309999644756317,0.771399974822998
cluster_6578,Extracellular,Signal peptide,Soluble,0.15680000185966492,0.03180000185966492,0.8666999936103821,0.06469999998807907,0.08030000329017639,0.008299999870359898,0.35199999809265137,0.2619999945163727,0.07940000295639038,0.0015999999595806003,0.21359999477863312,0.0723000019788742,0.17749999463558197,0.8574000000953674
cluster_11527,Cytoplasm,Nuclear localization signal,Soluble,0.6000000238418579,0.3714999854564667,0.18649999797344208,0.10779999941587448,0.07660000026226044,0.0032999999821186066,0.23149999976158142,0.048900000751018524,0.13109999895095825,0.024000000208616257,0.23960000276565552,0.25110000371932983,0.09130000323057175,0.7797999978065491
cluster_159,Cytoplasm,,Soluble,0.7439000010490417,0.25459998846054077,0.0966000035405159,0.19830000400543213,0.24070000648498535,0.03539999946951866,0.2004999965429306,0.18719999492168427,0.16850000619888306,0.14499999582767487,0.4523000121116638,0.10400000214576721,0.09849999845027924,0.7991999983787537
cluster_10532,Cytoplasm,,Soluble,0.5356000065803528,0.25029999017715454,0.3212999999523163,0.1396999955177307,0.22630000114440918,0.0575999990105629,0.1088000014424324,0.11479999870061874,0.155799999833107,0.2838999927043915,0.26510000228881836,0.2711000144481659,0.1421000063419342,0.7156000137329102
cluster_1553,Cytoplasm,,Soluble,0.6154999732971191,0.17659999430179596,0.07000000029802322,0.10999999940395355,0.11299999803304672,0.017799999564886093,0.14980000257492065,0.33340001106262207,0.275299996137619,0.1949000060558319,0.486299991607666,0.12520000338554382,0.0812000036239624,0.8029000163078308
